Date,PlayerID,Training,SessionType,Duration,RPE,SessionLoad,DailyLoad,AcuteLoad,ChronicLoad,AcuteChronicRatio,ObjectiveRating,FocusRating,BestOutOfMyself
2018-03-28,15,Yes,Strength,40,3,120,NA,NA,NA,NA,NA,NA,NA
2018-03-28,16,Yes,Mobility/Recovery,30,1,30,245,205,355,0.58,NA,NA,NA
2018-03-28,16,Yes,Strength,50,4,200,NA,NA,NA,NA,NA,NA,NA
2018-03-28,16,Yes,Mobility/Recovery,30,0,15,NA,NA,NA,NA,NA,NA,NA
2018-03-28,17,Yes,Mobility/Recovery,30,0,15,195,229.3,79.82,2.87,NA,10,NA
2018-03-28,17,Yes,Strength,45,4,180,NA,NA,NA,NA,NA,10,NA
2018-03-27,1,Yes,Skills,90,7,630,630,229.3,405.79,0.57,NA,NA,NA
2018-03-27,2,Yes,Conditioning,45,9,405,525,187.9,355.04,0.53,NA,NA,NA
2018-03-27,2,Yes,Skills,30,4,120,NA,NA,NA,NA,NA,NA,NA
2018-03-27,3,Yes,Conditioning,60,8,480,480,365.3,442.79,0.82,8,8,Absolutely
2018-03-27,4,Yes,Conditioning,60,7,420,420,243.1,377.18,0.64,7,7,NA
2018-03-27,5,Yes,Conditioning,60,7,420,420,195,382.07,0.51,7,8,NA
2018-03-27,6,Yes,Skills,90,9,810,810,350.1,451.46,0.78,7,8,NA
2018-03-27,7,Yes,Conditioning,60,9,540,540,295.7,426.79,0.69,NA,NA,NA
2018-03-27,8,Yes,Conditioning,45,7,315,765,237.9,364.75,0.65,NA,NA,NA
2018-03-27,8,Yes,Strength,90,5,450,NA,NA,NA,NA,NA,NA,NA
2018-03-27,10,Yes,Conditioning,45,3,135,145,84.3,196.79,0.43,NA,NA,NA
2018-03-27,10,Yes,Mobility/Recovery,20,0,10,NA,NA,NA,NA,NA,NA,NA
2018-03-27,11,Yes,Skills,25,3,75,435,203.6,329.57,0.62,8,8,Absolutely
2018-03-27,11,Yes,Conditioning,45,7,315,NA,NA,NA,NA,8,8,Absolutely
2018-03-27,11,Yes,Skills,15,3,45,NA,NA,NA,NA,8,8,Absolutely
2018-03-27,12,Yes,Conditioning,60,5,300,300,128.6,216.43,0.59,8,8,NA
2018-03-27,13,Yes,Conditioning,30,9,270,450,287.1,354.64,0.81,NA,NA,Not at all
2018-03-27,13,Yes,Skills,60,3,180,NA,NA,NA,NA,NA,NA,Not at all
2018-03-27,14,Yes,Conditioning,30,8,240,240,34.3,268.39,0.13,5,7,NA
2018-03-27,16,Yes,Skills,45,9,405,465,226.7,365.54,0.62,4,5,Not at all
2018-03-27,16,Yes,Mobility/Recovery,30,2,60,NA,NA,NA,NA,4,5,Not at all
2018-03-27,17,Yes,Conditioning,90,8,720,720,201.4,72.86,2.76,6,8,NA
2018-03-26,1,Yes,Speed,60,3,180,640,139.3,392.93,0.35,NA,NA,NA
2018-03-26,1,Yes,Skills,70,3,210,NA,NA,NA,NA,NA,NA,NA
2018-03-26,1,Yes,Strength,70,3,210,NA,NA,NA,NA,NA,NA,NA
2018-03-26,1,Yes,Combat,10,4,40,NA,NA,NA,NA,NA,NA,NA
2018-03-26,2,Yes,Speed,30,3,90,570,152.9,346.46,0.44,NA,NA,NA
2018-03-26,2,Yes,Skills,60,3,180,NA,NA,NA,NA,NA,NA,NA
2018-03-26,2,Yes,Strength,60,5,300,NA,NA,NA,NA,NA,NA,NA
2018-03-26,3,Yes,Speed,60,5,300,1200,366.4,438.5,0.84,8,8,Absolutely
2018-03-26,3,Yes,Skills,90,4,360,NA,NA,NA,NA,8,8,Absolutely
2018-03-26,3,Yes,Strength,90,6,540,NA,NA,NA,NA,8,8,Absolutely
2018-03-26,4,Yes,Speed,40,3,120,750,247.1,362.18,0.68,8,8,NA
2018-03-26,4,Yes,Skills,60,3,180,NA,NA,NA,NA,8,8,NA
2018-03-26,4,Yes,Strength,90,5,450,NA,NA,NA,NA,8,8,NA
2018-03-26,5,Yes,Speed,45,3,135,945,135,380.71,0.35,8,8,NA
2018-03-26,5,Yes,Skills,60,4,240,NA,NA,NA,NA,8,8,NA
2018-03-26,5,Yes,Strength,90,5,450,NA,NA,NA,NA,8,8,NA
2018-03-26,5,Yes,Combat,30,4,120,NA,NA,NA,NA,8,8,NA
2018-03-26,6,Yes,Speed,40,5,200,1100,294.4,422.54,0.7,9,9,NA
2018-03-26,6,Yes,Skills,90,5,450,NA,NA,NA,NA,9,9,NA
2018-03-26,6,Yes,Strength,70,6,420,NA,NA,NA,NA,9,9,NA
2018-03-26,6,Yes,Combat,10,3,30,NA,NA,NA,NA,9,9,NA
2018-03-26,7,Yes,Speed,45,4,180,945,289.3,419.82,0.69,NA,NA,NA
2018-03-26,7,Yes,Skills,75,3,225,NA,NA,NA,NA,NA,NA,NA
2018-03-26,7,Yes,Strength,90,6,540,NA,NA,NA,NA,NA,NA,NA
2018-03-26,8,Yes,Speed,60,4,240,420,219,347.07,0.63,NA,NA,NA
2018-03-26,8,Yes,Skills,60,3,180,NA,NA,NA,NA,NA,NA,NA
2018-03-26,10,Yes,Speed,35,3,105,405,106.4,202.32,0.53,8,8,NA
2018-03-26,10,Yes,Skills,30,1,30,NA,NA,NA,NA,8,8,NA
2018-03-26,10,Yes,Strength,90,3,270,NA,NA,NA,NA,8,8,NA
2018-03-26,11,Yes,Speed,45,4,180,810,218.3,314.04,0.7,8,8,Absolutely
2018-03-26,11,Yes,Skills,60,3,180,NA,NA,NA,NA,8,8,Absolutely
2018-03-26,11,Yes,Strength,90,5,450,NA,NA,NA,NA,8,8,Absolutely
2018-03-26,12,Yes,Speed,45,3,135,600,105,208.93,0.5,8,8,NA
2018-03-26,12,Yes,Skills,60,2,120,NA,NA,NA,NA,8,8,NA
2018-03-26,12,Yes,Strength,75,4,300,NA,NA,NA,NA,8,8,NA
2018-03-26,12,Yes,Combat,15,3,45,NA,NA,NA,NA,8,8,NA
2018-03-26,13,Yes,Speed,50,5,250,920,269.6,338.57,0.8,NA,NA,Not at all
2018-03-26,13,Yes,Skills,90,3,270,NA,NA,NA,NA,NA,NA,Not at all
2018-03-26,13,Yes,Strength,70,5,350,NA,NA,NA,NA,NA,NA,Not at all
2018-03-26,13,Yes,Combat,10,5,50,NA,NA,NA,NA,NA,NA,Not at all
2018-03-26,16,Yes,Speed,40,3,120,615,199.7,348.93,0.57,7,5,NA
2018-03-26,16,Yes,Skills,70,3,210,NA,NA,NA,NA,7,5,NA
2018-03-26,16,Yes,Strength,60,4,240,NA,NA,NA,NA,7,5,NA
2018-03-26,16,Yes,Combat,15,3,45,NA,NA,NA,NA,7,5,NA
2018-03-26,17,Yes,Speed,30,3,90,690,98.6,47.68,2.07,9,9,NA
2018-03-26,17,Yes,Skills,80,3,240,NA,NA,NA,NA,9,9,NA
2018-03-26,17,Yes,Strength,90,4,360,NA,NA,NA,NA,9,9,NA
2018-03-25,1,No,NA,NA,NA,NA,NA,67.4,391.5,0.17,NA,NA,NA
2018-03-25,2,No,NA,NA,NA,NA,NA,105.1,326.11,0.32,NA,NA,NA
2018-03-25,3,No,NA,NA,NA,NA,NA,264.7,418.14,0.63,NA,NA,Absolutely
2018-03-25,5,No,NA,NA,NA,NA,NA,37,346.96,0.11,NA,NA,NA
2018-03-25,7,No,NA,NA,NA,NA,NA,215,386.07,0.56,NA,NA,Absolutely
2018-03-25,10,No,NA,NA,NA,NA,NA,67.9,208.75,0.33,NA,NA,NA
2018-03-25,11,No,NA,NA,NA,NA,NA,164.4,285.11,0.58,NA,NA,Absolutely
2018-03-25,12,No,NA,NA,NA,NA,NA,32.1,187.5,0.17,NA,NA,NA
2018-03-25,13,Yes,Mobility/Recovery,20,0,0,0,185,305.71,0.61,NA,NA,Not at all
2018-03-25,15,No,NA,NA,NA,NA,NA,NA,161.96,NA,NA,NA,NA
2018-03-24,1,No,NA,NA,NA,NA,NA,67.4,431.14,0.16,NA,NA,NA
2018-03-24,2,No,NA,NA,NA,NA,NA,105.1,326.11,0.32,NA,NA,NA
2018-03-24,3,No,NA,NA,NA,NA,NA,264.7,459.93,0.58,NA,NA,Absolutely
2018-03-24,5,No,NA,NA,NA,NA,NA,37,398.93,0.09,NA,NA,NA
2018-03-24,7,No,NA,NA,NA,NA,NA,215,421.96,0.51,NA,NA,NA
2018-03-24,10,No,NA,NA,NA,NA,NA,124.3,227.5,0.55,NA,NA,NA
2018-03-24,11,No,NA,NA,NA,NA,NA,164.4,285.11,0.58,NA,NA,Absolutely
2018-03-24,13,No,NA,NA,NA,NA,NA,185,305.71,0.61,NA,NA,Absolutely
2018-03-24,15,No,NA,NA,NA,NA,NA,NA,161.96,NA,NA,NA,NA
2018-03-24,16,No,NA,NA,NA,NA,NA,158.6,326.96,0.49,NA,NA,Absolutely
2018-03-23,1,Yes,Strength,40,3,120,120,67.4,431.14,0.16,NA,NA,NA
2018-03-23,3,Yes,Strength,60,4,240,240,264.7,459.93,0.58,8,8,Absolutely
2018-03-23,6,Yes,Strength,40,4,160,160,216.6,383.25,0.57,NA,NA,NA
2018-03-23,7,Yes,Strength,45,3,135,135,215,421.96,0.51,NA,NA,NA
2018-03-23,8,Yes,Strength,60,4,240,480,206.9,394.04,0.53,NA,NA,NA
2018-03-23,8,Yes,Conditioning,30,8,240,NA,NA,NA,NA,NA,NA,NA
2018-03-23,10,No,NA,NA,NA,NA,NA,124.3,227.5,0.55,NA,NA,NA
2018-03-23,11,Yes,Strength,60,3,180,180,164.4,311.39,0.53,8,8,Absolutely
2018-03-23,13,Yes,Strength,30,4,120,125,185,333.07,0.56,NA,NA,Absolutely
2018-03-23,13,Yes,Mobility/Recovery,10,0,5,NA,NA,NA,NA,NA,NA,Absolutely
2018-03-23,16,Yes,Strength,40,2,80,110,101.9,333,0.31,NA,NA,Absolutely
2018-03-23,16,Yes,Mobility/Recovery,30,1,30,NA,NA,NA,NA,NA,NA,Absolutely
2018-03-22,1,Yes,Skills,30,3,90,215,50.3,426.86,0.12,NA,NA,NA
2018-03-22,1,Yes,Skills,25,5,125,NA,NA,NA,NA,NA,NA,NA
2018-03-22,2,Yes,Skills,45,4,180,220,105.1,326.11,0.32,NA,NA,NA
2018-03-22,2,Yes,Game,10,4,40,NA,NA,NA,NA,NA,NA,NA
2018-03-22,3,Yes,Skills,60,6,360,637,230.4,451.36,0.51,8,8,Absolutely
2018-03-22,3,Yes,Game,16,7,112,NA,NA,NA,NA,8,8,Absolutely
2018-03-22,3,Yes,Conditioning,15,7,105,NA,NA,NA,NA,8,8,Absolutely
2018-03-22,3,Yes,Mobility/Recovery,60,1,60,NA,NA,NA,NA,8,8,Absolutely
2018-03-22,4,Yes,Game,38,7,266,532,201.7,358.54,0.56,7,7,NA
2018-03-22,4,Yes,Game,38,7,266,NA,NA,NA,NA,7,7,NA
2018-03-22,6,Yes,Skills,25,5,125,381,193.7,397.36,0.49,8,8,NA
2018-03-22,6,Yes,Game,32,8,256,NA,NA,NA,NA,8,8,NA
2018-03-22,7,Yes,Game,45,7,315,450,195.7,417.14,0.47,NA,NA,NA
2018-03-22,7,Yes,Conditioning,15,5,75,NA,NA,NA,NA,NA,NA,NA
2018-03-22,7,Yes,Skills,15,4,60,NA,NA,NA,NA,NA,NA,NA
2018-03-22,8,No,NA,NA,NA,NA,NA,138.3,376.89,0.37,NA,NA,Not at all
2018-03-22,10,Yes,Speed,20,1,20,40,124.3,227.5,0.55,8,8,NA
2018-03-22,10,Yes,Mobility/Recovery,20,1,20,NA,NA,NA,NA,8,8,NA
2018-03-22,13,Yes,Skills,40,5,200,515,167.1,353.89,0.47,NA,NA,Not at all
2018-03-22,13,Yes,Conditioning,35,9,315,NA,NA,NA,NA,NA,NA,Not at all
2018-03-22,13,Yes,Mobility/Recovery,10,0,0,NA,NA,NA,NA,NA,NA,Not at all
2018-03-22,16,Yes,Game,14,9,126,397,142.9,365.54,0.39,10,10,Absolutely
2018-03-22,16,Yes,Game,9,9,81,NA,NA,NA,NA,10,10,Absolutely
2018-03-22,16,Yes,Mobility/Recovery,30,1,30,NA,NA,NA,NA,10,10,Absolutely
2018-03-22,16,Yes,Skills,40,4,160,NA,NA,NA,NA,10,10,Absolutely
2018-03-21,2,Yes,Game,16,5,80,280,73.7,318.25,0.23,NA,NA,NA
2018-03-21,2,Yes,Skills,50,4,200,NA,NA,NA,NA,NA,NA,NA
2018-03-21,3,Yes,Skills,60,6,360,488,289.4,485.93,0.6,8,8,Absolutely
2018-03-21,3,Yes,Game,14,7,98,NA,NA,NA,NA,8,8,Absolutely
2018-03-21,3,Yes,Mobility/Recovery,30,1,30,NA,NA,NA,NA,8,8,Absolutely
2018-03-21,4,Yes,Game,32,4,128,448,292.9,348.11,0.84,7,8,NA
2018-03-21,4,Yes,Game,40,8,320,NA,NA,NA,NA,7,8,NA
2018-03-21,6,Yes,Game,40,8,320,420,396.4,392.32,1.01,8,8,NA
2018-03-21,6,Yes,Skills,25,4,100,NA,NA,NA,NA,8,8,NA
2018-03-21,7,Yes,Skills,35,5,175,495,307.9,450.54,0.68,NA,NA,NA
2018-03-21,7,Yes,Game,40,8,320,NA,NA,NA,NA,NA,NA,NA
2018-03-21,8,Yes,Game,39,7,273,633,138.3,392.96,0.35,NA,NA,NA
2018-03-21,8,Yes,Game,45,8,360,NA,NA,NA,NA,NA,NA,NA
2018-03-21,9,Yes,Conditioning,7,5,35,51,186.6,356.11,0.52,NA,NA,NA
2018-03-21,9,Yes,Conditioning,4,4,16,NA,NA,NA,NA,NA,NA,NA
2018-03-21,10,Yes,Mobility/Recovery,30,2,60,300,118.6,244.29,0.49,9,9,NA
2018-03-21,10,Yes,Strength,60,4,240,NA,NA,NA,NA,9,9,NA
2018-03-21,11,Yes,Skills,60,7,420,538,285.1,338.61,0.84,8,8,Absolutely
2018-03-21,11,Yes,Game,14,7,98,NA,NA,NA,NA,8,8,Absolutely
2018-03-21,11,Yes,Mobility/Recovery,20,1,20,NA,NA,NA,NA,8,8,Absolutely
2018-03-21,12,Yes,Game,45,3,135,135,139.3,206.79,0.67,8,8,NA
2018-03-21,13,Yes,Skills,40,5,200,327,247.9,348.89,0.71,NA,NA,Not at all
2018-03-21,13,Yes,Skills,20,0,10,NA,NA,NA,NA,NA,NA,Not at all
2018-03-21,13,Yes,Conditioning,14,8,112,NA,NA,NA,NA,NA,NA,Not at all
2018-03-21,13,Yes,Mobility/Recovery,10,0,5,NA,NA,NA,NA,NA,NA,Not at all
2018-03-21,16,Yes,Skills,40,4,160,276,231.9,362.43,0.64,10,10,NA
2018-03-21,16,Yes,Game,12,8,96,NA,NA,NA,NA,10,10,NA
2018-03-21,16,Yes,Mobility/Recovery,20,1,20,NA,NA,NA,NA,10,10,NA
2018-03-20,1,Yes,Skills,3,4,12,137,322.4,473.82,0.68,NA,NA,NA
2018-03-20,1,Yes,Skills,7,5,35,NA,NA,NA,NA,NA,NA,NA
2018-03-20,1,Yes,Skills,30,3,90,NA,NA,NA,NA,NA,NA,NA
2018-03-20,2,Yes,Game,9,4,36,236,157.3,337.71,0.47,NA,NA,NA
2018-03-20,2,Yes,Skills,50,4,200,NA,NA,NA,NA,NA,NA,NA
2018-03-20,3,Yes,Skills,60,6,360,488,412.6,504.39,0.82,8,8,Absolutely
2018-03-20,3,Yes,Game,14,7,98,NA,NA,NA,NA,8,8,Absolutely
2018-03-20,3,Yes,Mobility/Recovery,30,1,30,NA,NA,NA,NA,8,8,Absolutely
2018-03-20,4,Yes,Game,42,5,210,432,356,336.39,1.06,7,8,NA
2018-03-20,4,Yes,Game,37,6,222,NA,NA,NA,NA,7,8,NA
2018-03-20,5,Yes,Skills,30,3,90,259,317.7,476.07,0.67,8,8,NA
2018-03-20,5,Yes,Game,5,6,30,NA,NA,NA,NA,8,8,NA
2018-03-20,5,Yes,Skills,30,3,90,NA,NA,NA,NA,8,8,NA
2018-03-20,5,Yes,Game,7,7,49,NA,NA,NA,NA,8,8,NA
2018-03-20,6,Yes,Game,45,7,315,555,465,383.75,1.21,8,8,NA
2018-03-20,6,Yes,Game,40,6,240,NA,NA,NA,NA,8,8,NA
2018-03-20,7,Yes,Skills,45,4,180,425,351.4,459.82,0.76,NA,NA,NA
2018-03-20,7,Yes,Game,35,7,245,NA,NA,NA,NA,NA,NA,NA
2018-03-20,8,Yes,Game,37,5,185,335,47.9,388.21,0.12,NA,NA,NA
2018-03-20,8,Yes,Skills,50,3,150,NA,NA,NA,NA,NA,NA,NA
2018-03-20,9,Yes,Game,10,7,70,140,227.1,367.68,0.62,4,6,Somewhat
2018-03-20,9,Yes,Game,7,1,70,NA,NA,NA,NA,4,6,Somewhat
2018-03-20,10,Yes,Conditioning,25,5,125,135,148.6,250.71,0.59,8,8,NA
2018-03-20,10,Yes,Mobility/Recovery,20,0,10,NA,NA,NA,NA,8,8,NA
2018-03-20,11,Yes,Skills,60,3,180,433,350.4,323.68,1.08,8,8,Absolutely
2018-03-20,11,Yes,Game,2,1,2,NA,NA,NA,NA,8,8,Absolutely
2018-03-20,11,Yes,Skills,35,4,140,NA,NA,NA,NA,8,8,Absolutely
2018-03-20,11,Yes,Game,11,6,66,NA,NA,NA,NA,8,8,Absolutely
2018-03-20,11,Yes,Mobility/Recovery,45,1,45,NA,NA,NA,NA,8,8,Absolutely
2018-03-20,12,Yes,Game,30,3,90,90,199.3,208.39,0.96,8,8,NA
2018-03-20,13,Yes,Skills,40,5,200,328,329.7,343.64,0.96,NA,NA,Not at all
2018-03-20,13,Yes,Skills,40,1,40,NA,NA,NA,NA,NA,NA,Not at all
2018-03-20,13,Yes,Conditioning,11,8,88,NA,NA,NA,NA,NA,NA,Not at all
2018-03-20,13,Yes,Mobility/Recovery,10,0,0,NA,NA,NA,NA,NA,NA,Not at all
2018-03-20,14,Yes,Game,40,6,240,480,347.1,317.32,1.09,7,8,NA
2018-03-20,14,Yes,Game,40,6,240,NA,NA,NA,NA,7,8,NA
2018-03-20,16,Yes,Game,7,7,49,327,306,359.36,0.85,10,10,Absolutely
2018-03-20,16,Yes,Game,11,8,88,NA,NA,NA,NA,10,10,Absolutely
2018-03-20,16,Yes,Skills,40,4,160,NA,NA,NA,NA,10,10,Absolutely
2018-03-20,16,Yes,Mobility/Recovery,30,1,30,NA,NA,NA,NA,10,10,Absolutely
2018-03-19,1,No,NA,NA,NA,NA,NA,373.6,482.86,0.77,NA,NA,NA
2018-03-19,3,No,NA,NA,NA,NA,NA,385.7,501.96,0.77,NA,NA,Absolutely
2018-03-19,7,No,NA,NA,NA,NA,NA,333.6,460.71,0.72,NA,NA,NA
2018-03-19,9,No,NA,NA,NA,NA,NA,207.1,382.5,0.54,NA,NA,NA
2018-03-19,9,No,NA,NA,NA,NA,NA,207.1,382.5,0.54,NA,NA,NA
2018-03-19,10,Yes,Speed,20,1,20,395,157.1,251.79,0.62,10,9,NA
2018-03-19,10,Yes,Strength,75,5,375,NA,NA,NA,NA,10,9,NA
2018-03-19,11,No,NA,NA,NA,NA,NA,330,308.21,1.07,NA,NA,Absolutely
2018-03-19,12,No,NA,NA,NA,NA,NA,207.9,205.18,1.01,NA,NA,NA
2018-03-19,13,No,NA,NA,NA,NA,NA,318.6,331.93,0.96,NA,NA,Absolutely
2018-03-19,15,No,NA,NA,NA,NA,NA,105.7,165.18,0.64,NA,NA,NA
2018-03-19,16,No,NA,NA,NA,NA,NA,289.3,347.68,0.83,NA,NA,NA
2018-03-18,1,No,NA,NA,NA,NA,NA,416.4,519.64,0.8,NA,NA,NA
2018-03-18,2,No,NA,NA,NA,NA,NA,230.7,363.04,0.64,NA,NA,NA
2018-03-18,3,No,NA,NA,NA,NA,NA,445.7,520.18,0.86,NA,NA,NA
2018-03-18,7,No,NA,NA,NA,NA,NA,408.6,486.43,0.84,NA,NA,NA
2018-03-18,9,No,NA,NA,NA,NA,NA,274.3,382.5,0.72,NA,NA,NA
2018-03-18,10,No,NA,NA,NA,NA,NA,121.4,264.82,0.46,NA,NA,NA
2018-03-18,11,No,NA,NA,NA,NA,NA,387.9,308.21,1.26,NA,NA,Absolutely
2018-03-18,12,No,NA,NA,NA,NA,NA,259.3,205.18,1.26,NA,NA,NA
2018-03-18,13,Yes,Mobility/Recovery,30,0,0,0,400,331.93,1.21,NA,NA,Not at all
2018-03-18,16,No,NA,NA,NA,NA,NA,362.1,347.68,1.04,NA,NA,NA
2018-03-17,1,No,NA,NA,NA,NA,NA,574.3,548.39,1.05,NA,NA,NA
2018-03-17,2,No,NA,NA,NA,NA,NA,350.7,363.04,0.97,NA,NA,Not at all
2018-03-17,3,No,NA,NA,NA,NA,NA,638.6,558.75,1.14,NA,NA,Absolutely
2018-03-17,5,No,NA,NA,NA,NA,NA,583.9,535.39,1.09,NA,NA,NA
2018-03-17,6,No,NA,NA,NA,NA,NA,666.4,372.5,1.79,NA,NA,NA
2018-03-17,7,No,NA,NA,NA,NA,NA,575.7,521.07,1.1,NA,NA,NA
2018-03-17,9,Yes,Conditioning,60,9,540,540,334.3,413.57,0.81,NA,NA,NA
2018-03-17,11,No,NA,NA,NA,NA,NA,585,316.25,1.85,NA,NA,Absolutely
2018-03-17,12,No,NA,NA,NA,NA,NA,368.6,205.18,1.8,NA,NA,NA
2018-03-17,13,Yes,Mobility/Recovery,30,0,0,0,592.9,344.25,1.72,NA,NA,Not at all
2018-03-17,16,No,NA,NA,NA,NA,NA,349.3,318.04,1.1,NA,NA,NA
2018-03-16,1,Yes,Skills,90,6,540,1190,574.3,548.39,1.05,NA,NA,NA
2018-03-16,1,Yes,Strength,130,5,650,NA,NA,NA,NA,NA,NA,NA
2018-03-16,3,Yes,Skills,60,7,420,1050,638.6,558.75,1.14,8,8,Absolutely
2018-03-16,3,Yes,Strength,90,7,630,NA,NA,NA,NA,8,8,Absolutely
2018-03-16,4,Yes,Skills,60,9,540,1170,525.7,331.68,1.58,8,8,NA
2018-03-16,4,Yes,Strength,90,7,630,NA,NA,NA,NA,8,8,NA
2018-03-16,5,Yes,Conditioning,60,7,420,870,583.9,535.39,1.09,8,9,NA
2018-03-16,5,Yes,Strength,90,5,450,NA,NA,NA,NA,8,9,NA
2018-03-16,6,Yes,Skills,90,9,810,1800,666.4,372.5,1.79,8,8,NA
2018-03-16,6,Yes,Strength,110,9,990,NA,NA,NA,NA,8,8,NA
2018-03-16,7,Yes,Conditioning,75,9,675,1235,575.7,521.07,1.1,NA,NA,NA
2018-03-16,7,Yes,Strength,80,7,560,NA,NA,NA,NA,NA,NA,NA
2018-03-16,9,Yes,Strength,115,5,575,575,257.1,397.5,0.65,NA,NA,NA
2018-03-16,11,Yes,Skills,25,3,75,1025,585,316.25,1.85,8,8,Absolutely
2018-03-16,11,Yes,Conditioning,40,8,320,NA,NA,NA,NA,8,8,Absolutely
2018-03-16,11,Yes,Strength,90,7,630,NA,NA,NA,NA,8,8,Absolutely
2018-03-16,12,Yes,Conditioning,60,5,300,750,368.6,205.18,1.8,8,8,NA
2018-03-16,12,Yes,Strength,90,5,450,NA,NA,NA,NA,8,8,NA
2018-03-16,13,Yes,Skills,60,3,180,1080,592.9,344.25,1.72,NA,NA,Not at all
2018-03-16,13,Yes,Conditioning,30,9,270,NA,NA,NA,NA,NA,NA,Not at all
2018-03-16,13,Yes,Strength,90,7,630,NA,NA,NA,NA,NA,NA,Not at all
2018-03-16,14,Yes,Conditioning,60,8,480,1020,462.9,300.18,1.54,7,5,NA
2018-03-16,14,Yes,Strength,90,6,540,NA,NA,NA,NA,7,5,NA
2018-03-16,15,Yes,Speed,60,3,180,740,215,165.18,1.3,8,9,NA
2018-03-16,15,Yes,Skills,90,4,360,NA,NA,NA,NA,8,9,NA
2018-03-16,15,Yes,Strength,40,2,80,NA,NA,NA,NA,8,9,NA
2018-03-16,15,Yes,Combat,30,4,120,NA,NA,NA,NA,8,9,NA
2018-03-16,16,Yes,Skills,50,9,450,1020,495,354.46,1.4,9,9,NA
2018-03-16,16,Yes,Strength,90,6,540,NA,NA,NA,NA,9,9,NA
2018-03-16,16,Yes,Mobility/Recovery,30,1,30,NA,NA,NA,NA,9,9,NA
2018-03-15,1,Yes,Speed,50,3,150,930,404.3,505.89,0.8,NA,NA,NA
2018-03-15,1,Yes,Skills,90,4,360,NA,NA,NA,NA,NA,NA,NA
2018-03-15,1,Yes,Strength,60,4,240,NA,NA,NA,NA,NA,NA,NA
2018-03-15,1,Yes,Combat,45,4,180,NA,NA,NA,NA,NA,NA,NA
2018-03-15,2,Yes,Speed,40,5,200,865,350.7,414.82,0.85,NA,NA,NA
2018-03-15,2,Yes,Skills,60,4,240,NA,NA,NA,NA,NA,NA,NA
2018-03-15,2,Yes,Strength,40,5,200,NA,NA,NA,NA,NA,NA,NA
2018-03-15,2,Yes,Combat,45,5,225,NA,NA,NA,NA,NA,NA,NA
2018-03-15,3,Yes,Speed,60,6,360,1350,488.6,521.25,0.94,8,8,Absolutely
2018-03-15,3,Yes,Skills,90,6,540,NA,NA,NA,NA,8,8,Absolutely
2018-03-15,3,Yes,Strength,90,5,450,NA,NA,NA,NA,8,8,Absolutely
2018-03-15,4,Yes,Speed,50,4,200,890,358.6,289.89,1.24,8,8,NA
2018-03-15,4,Yes,Skills,90,5,450,NA,NA,NA,NA,8,8,NA
2018-03-15,4,Yes,Strength,60,4,240,NA,NA,NA,NA,8,8,NA
2018-03-15,5,Yes,Speed,45,4,180,1095,459.6,504.32,0.91,NA,9,NA
2018-03-15,5,Yes,Skills,60,4,240,NA,NA,NA,NA,NA,9,NA
2018-03-15,5,Yes,Strength,90,5,450,NA,NA,NA,NA,NA,9,NA
2018-03-15,5,Yes,Combat,45,5,225,NA,NA,NA,NA,NA,9,NA
2018-03-15,6,Yes,Speed,45,6,270,900,409.3,308.21,1.33,9,9,NA
2018-03-15,6,Yes,Skills,90,4,360,NA,NA,NA,NA,9,9,NA
2018-03-15,6,Yes,Strength,60,3,180,NA,NA,NA,NA,9,9,NA
2018-03-15,6,Yes,Combat,30,3,90,NA,NA,NA,NA,9,9,NA
2018-03-15,7,Yes,Speed,50,4,200,800,399.3,476.96,0.84,NA,NA,NA
2018-03-15,7,Yes,Skills,75,4,300,NA,NA,NA,NA,NA,NA,NA
2018-03-15,7,Yes,Strength,40,5,200,NA,NA,NA,NA,NA,NA,NA
2018-03-15,7,Yes,Combat,20,5,100,NA,NA,NA,NA,NA,NA,NA
2018-03-15,9,Yes,Speed,45,3,135,335,175,376.96,0.46,NA,NA,NA
2018-03-15,9,Yes,Strength,50,4,200,NA,NA,NA,NA,NA,NA,NA
2018-03-15,10,Yes,Speed,30,3,90,510,160,264.82,0.6,8,8,NA
2018-03-15,10,Yes,Skills,60,3,180,NA,NA,NA,NA,8,8,NA
2018-03-15,10,Yes,Strength,60,4,240,NA,NA,NA,NA,8,8,NA
2018-03-15,11,Yes,Speed,60,3,180,995,438.6,279.64,1.57,8,8,Absolutely
2018-03-15,11,Yes,Conditioning,10,8,80,NA,NA,NA,NA,8,8,Absolutely
2018-03-15,11,Yes,Skills,90,4,360,NA,NA,NA,NA,8,8,Absolutely
2018-03-15,11,Yes,Strength,75,5,375,NA,NA,NA,NA,8,8,Absolutely
2018-03-15,12,Yes,Speed,45,3,135,555,261.4,178.39,1.47,8,8,NA
2018-03-15,12,Yes,Skills,60,3,180,NA,NA,NA,NA,8,8,NA
2018-03-15,12,Yes,Strength,45,4,180,NA,NA,NA,NA,8,8,NA
2018-03-15,12,Yes,Combat,20,3,60,NA,NA,NA,NA,8,8,NA
2018-03-15,13,Yes,Speed,45,5,225,900,438.6,305.68,1.43,NA,NA,Not at all
2018-03-15,13,Yes,Skills,60,5,300,NA,NA,NA,NA,NA,NA,Not at all
2018-03-15,13,Yes,Strength,45,5,225,NA,NA,NA,NA,NA,NA,Not at all
